feature name,raster name,raster group,band description,year,period,feature_area_ha,valid_pixel_area_ha,min,max,std,mean,p1,p5,p10,p25,p75,p90,p95,p99
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_nat.semi.grassland_rf.savgol_p_30m_20200101_20201231_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 12-31,308640.3885,307108.4195,0,86,13.88614754,45.68845743,15,21,26,36,56,63,67,74
Harmony in Habitat (HIH) - Mau,gpw_nat.semi.grassland_rf.savgol_p_30m_20200101_20201231_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 12-31,168550.7956,107679.7465,0,51,10.27248707,16.61530922,1,2,3,8,25,31,34,39
BMZ II (TZ),gpw_nat.semi.grassland_rf.savgol_p_30m_20200101_20201231_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 12-31,254278.8993,222091.1866,0,86,12.34615817,24.00577076,3,7,10,16,29,38,51,67
REDAA,gpw_nat.semi.grassland_rf.savgol_p_30m_20200101_20201231_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 12-31,99249.12992,98358.40677,6,88,8.49290896,57.28547177,37,42,46,52,63,68,70,76
IWT and Darwin innovation project,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,96800.3271,95964.00694,0,2,0.946462447,1.322485098,0,0,0,0,2,2,2,2
FLR - Amboseli,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,25138.82358,24453.17423,0,2,0.500188007,0.134533263,0,0,0,0,0,0,2,2
Siana Dispersal Area - More Space 4 Wildlife,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,64548.62886,64078.13422,0,2,0.996330478,0.958143007,0,0,0,0,2,2,2,2
OTTO - Support to Nasaru Conservancy,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,69697.25079,69570.44489,0,2,0.989487239,0.865864317,0,0,0,0,2,2,2,2
Land for Life,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,886805.3359,838901.7978,0,2,0.921582283,1.373482122,0,0,0,0,2,2,2,2
Pachyderm,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,807810.2672,784352.5145,0,2,0.70570791,0.542937134,0,0,0,0,1,2,2,2
MRC/MWCP,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,428082.6303,392445.3438,0,2,0.281672165,0.059817073,0,0,0,0,0,0,0,2
Harmony in Habitat (HIH) - Tsavo,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,660185.7824,656951.2601,0,2,0.772434077,1.359651554,0,0,0,1,2,2,2,2
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,308640.3885,307108.4195,0,2,0.96282499,1.269796455,0,0,0,0,2,2,2,2
Harmony in Habitat (HIH) - Mau,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,168550.7956,107679.7465,0,2,0.2881383,0.084302429,0,0,0,0,0,0,1,1
BMZ II (TZ),gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,254278.8993,222091.1866,0,2,0.596405905,0.276821285,0,0,0,0,0,1,2,2
REDAA,gpw_grassland_rf.savgol.bthr_c_30m_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,99249.12992,98358.40677,0,2,0.371486039,1.928438119,0,2,2,2,2,2,2,2
IWT and Darwin innovation project,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,96800.3271,95964.00694,0,83,12.48978996,48.67839172,12,28,33,41,57,65,68,73
FLR - Amboseli,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,25138.82358,24453.17423,0,59,8.732027244,27.53602773,7,15,17,21,33,40,43,46
Siana Dispersal Area - More Space 4 Wildlife,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,64548.62886,64078.13422,0,72,12.20036622,40.29326299,10,18,23,32,50,55,58,62
OTTO - Support to Nasaru Conservancy,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,69697.25079,69570.44489,1,84,16.74125085,39.25358532,12,15,18,23,53,62,66,73
Land for Life,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,886805.3359,838901.7978,0,91,14.75007357,47.6417008,8,21,29,38,58,65,70,78
Pachyderm,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,807810.2672,784352.5145,0,72,10.19702618,28.122652,6,12,16,21,35,42,46,54
MRC/MWCP,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,428082.6303,392445.3438,0,57,8.710587534,23.69968463,5,9,12,17,30,35,37,42
Harmony in Habitat (HIH) - Tsavo,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,660185.7824,656951.2601,0,96,13.06802837,41.58997239,14,19,23,33,50,58,63,74
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,308640.3885,307108.4195,0,88,13.97115985,46.48997441,16,22,27,37,57,64,68,75
Harmony in Habitat (HIH) - Mau,gpw_nat.semi.grassland_rf.savgol_p_30m_20090101_20091231_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 12-31,168550.7956,107679.7465,0,53,10.3869572,14.07627318,0,1,2,5,21,30,33,39
